flipped_push-ups0_0_c0,1
flipped_push-ups0_0_c1,1
flipped_push-ups0_0_c2,1
flipped_push-ups0_1_c0,1
flipped_push-ups0_1_c1,1
flipped_push-ups0_1_c2,1
flipped_push-ups0_4_c0,1
flipped_push-ups0_4_c1,1
flipped_push-ups0_4_c2,1
flipped_push-ups0_5_c0,1
flipped_push-ups0_wrong_3_c0,0
flipped_push-ups0_wrong_3_c1,0
flipped_push-ups0_wrong_3_c2,0
flipped_push-ups0_wrong_3_c3,0
flipped_push-ups0_wrong_3_c4,0
push-ups0_0_c0,1
push-ups0_0_c1,1
push-ups0_0_c2,1
push-ups0_1_c0,1
push-ups0_1_c1,1
push-ups0_1_c2,1
push-ups0_4_c0,1
push-ups0_4_c1,1
push-ups0_4_c2,1
push-ups0_5_c0,1
push-ups0_wrong_3_c0,0
push-ups0_wrong_3_c1,0
push-ups0_wrong_3_c2,0
push-ups0_wrong_3_c3,0
push-ups0_wrong_3_c4,0
