flipped_squat45_0_c0,1
flipped_squat45_0_c1,1
flipped_squat45_0_c2,1
flipped_squat45_0_c3,1
flipped_squat45_1_c0,1
flipped_squat45_1_c1,1
flipped_squat45_1_c2,1
flipped_squat45_1_c3,1
flipped_squat45_1_c4,1
flipped_squat45_2_c0,1
flipped_squat45_2_c1,1
flipped_squat45_2_c2,1
flipped_squat45_2_c3,1
flipped_squat45_4_c0,1
flipped_squat45_4_c1,1
flipped_squat45_4_c2,1
flipped_squat45_4_c3,1
flipped_squat45_4_c4,1
flipped_squat45_wrong_3_c0,0
flipped_squat45_wrong_3_c1,0
flipped_squat45_wrong_3_c2,0
flipped_squat45_wrong_4_c0,0
flipped_squat45_wrong_4_c1,0
flipped_squat45_wrong_4_c2,0
flipped_squat45_wrong_4_c3,0
flipped_squat45_wrong_7_c0,0
flipped_squat45_wrong_7_c1,0
flipped_squat45_wrong_7_c2,0
squat45_0_c0,1
squat45_0_c1,1
squat45_0_c2,1
squat45_0_c3,1
squat45_1_c0,1
squat45_1_c1,1
squat45_1_c2,1
squat45_1_c3,1
squat45_1_c4,1
squat45_2_c0,1
squat45_2_c1,1
squat45_2_c2,1
squat45_2_c3,1
squat45_4_c0,1
squat45_4_c1,1
squat45_4_c2,1
squat45_4_c3,1
squat45_4_c4,1
squat45_wrong_3_c0,0
squat45_wrong_3_c1,0
squat45_wrong_3_c2,0
squat45_wrong_4_c0,0
squat45_wrong_4_c1,0
squat45_wrong_4_c2,0
squat45_wrong_4_c3,0
squat45_wrong_7_c0,0
squat45_wrong_7_c1,0
squat45_wrong_7_c2,0
